1,9,9,455,0
2,8,8,443,0
3,4,4,487,2
4,13,13,436,0
5,2,2,448,0
6,12,12,531,2
7,10,10,483,2
8,6,6,419,0
9,11,11,539,2
10,5,5,382,0
11,1,1,441,0
12,3,3,447,0
13,7,7,433,0
14,13,13,484,2
15,1,1,472,0
16,6,6,413,0
17,9,9,527,2
18,4,4,411,0
19,7,7,442,0
20,5,5,418,0
21,10,10,473,0
22,3,3,468,0
23,8,9,508,1
24,11,11,450,0
25,2,2,481,2
26,12,12,468,0
27,13,13,504,2
28,8,8,514,2
29,3,3,484,2
30,5,5,424,0
31,2,2,457,0
32,7,7,441,0
33,1,1,395,0
34,4,4,412,0
35,12,12,451,0
36,10,10,450,0
37,9,9,489,2
38,11,3,536,1
39,6,6,452,0
40,13,13,497,2
41,8,9,542,1
42,5,5,401,0
43,9,9,432,0
44,3,3,470,0
45,1,1,443,0
