1,9,9,394,0
2,2,2,434,0
3,13,13,392,0
4,12,12,413,0
5,11,3,562,1
6,14,14,423,0
7,3,3,442,0
8,16,16,447,0
9,5,5,370,0
10,10,10,470,0
11,1,1,425,0
12,15,9,409,1
13,8,8,384,0
14,17,17,0,2
15,6,6,418,0
16,4,4,407,0
17,7,7,462,0
18,12,12,442,0
19,16,16,491,0
20,6,6,421,0
21,8,8,407,0
22,15,15,469,0
23,14,14,424,0
24,3,3,524,0
25,17,16,481,1
26,13,13,412,0
27,5,5,368,0
28,2,2,411,0
29,4,5,849,1
30,1,1,1482,3
31,11,3,591,1
32,10,10,651,2
33,9,9,399,0
34,7,7,470,0
35,13,13,395,0
36,10,10,653,3
37,4,4,432,0
38,9,9,437,0
39,16,16,501,0
40,7,7,472,0
41,1,1,467,0
42,2,2,460,0
43,6,6,403,0
44,17,16,486,1
45,5,5,425,0
