1,7,7,431,2
2,6,6,365,0
3,10,10,488,2
4,12,12,405,2
5,1,1,448,2
6,14,13,409,1
7,9,9,379,0
8,17,7,488,1
9,13,13,374,0
10,5,5,339,0
11,15,9,400,1
12,3,3,443,2
13,8,8,402,2
14,11,11,660,3
15,16,15,479,1
16,4,4,399,2
17,2,2,421,2
18,9,9,378,0
19,4,4,508,2
20,14,14,689,3
21,7,7,511,2
22,2,2,474,2
23,13,13,495,2
24,12,12,434,2
25,1,1,417,2
26,6,6,385,0
27,3,3,476,2
28,8,8,434,2
29,10,10,488,2
30,16,16,665,3
31,11,11,509,2
32,15,15,415,2
33,17,17,0,2
34,5,6,385,1
35,8,8,405,2
36,2,2,453,2
37,9,9,396,2
38,3,3,420,2
39,14,9,376,1
40,4,4,460,2
41,1,1,425,2
42,6,6,404,2
43,10,10,470,2
44,13,13,397,2
45,5,5,375,0
