1,15,15,493,0
2,9,9,385,0
3,2,2,431,0
4,5,5,329,0
5,16,16,459,0
6,6,6,385,0
7,13,13,660,2
8,10,10,618,2
9,12,12,543,2
10,4,4,391,0
11,11,11,476,0
12,7,7,464,0
13,14,14,480,0
14,3,11,465,1
15,1,1,509,2
16,8,8,425,0
17,17,17,493,0
18,16,16,464,0
19,12,12,480,0
20,5,5,425,0
21,10,10,487,0
22,8,8,432,0
23,17,17,512,2
24,11,11,471,0
25,1,1,513,2
26,6,6,400,0
27,15,15,478,0
28,14,14,477,0
29,7,7,414,0
30,4,4,379,0
31,3,11,474,1
32,13,13,517,2
33,9,9,424,0
34,2,2,507,2
35,17,17,505,2
36,16,16,488,0
37,11,11,503,2
38,8,8,478,0
39,7,7,443,0
40,5,5,399,0
41,12,12,602,2
42,9,9,462,0
43,2,2,469,0
44,13,13,556,2
45,15,15,479,0
