1,10,10,508,2
2,6,6,332,0
3,17,17,486,2
4,16,16,463,2
5,9,9,409,0
6,14,14,492,2
7,4,4,386,0
8,5,5,329,0
9,11,3,449,1
10,2,3,431,1
11,8,8,399,0
12,13,13,360,0
13,15,9,473,1
14,3,3,541,2
15,1,1,476,2
16,12,12,472,2
17,7,17,429,1
18,12,12,551,2
19,15,15,702,3
20,13,13,323,0
21,4,4,312,0
22,16,8,441,1
23,5,5,482,2
24,1,1,446,2
25,10,10,486,2
26,6,6,368,0
27,8,8,393,0
28,7,7,368,0
29,11,11,712,3
30,3,3,455,2
31,17,17,495,2
32,14,14,465,2
33,2,3,419,1
34,9,9,450,2
35,10,10,457,2
36,11,3,595,1
37,8,8,547,2
38,17,7,443,1
39,7,7,478,2
40,16,16,464,2
41,9,9,465,2
42,2,2,447,2
43,6,13,417,1
44,5,5,328,0
45,1,10,519,1
