1,4,4,665,2
2,13,13,488,0
3,6,6,362,0
4,3,3,504,0
5,2,2,473,0
6,5,5,457,0
7,11,11,490,0
8,12,12,526,0
9,8,8,493,0
10,7,7,493,0
11,9,9,444,0
12,1,1,442,0
13,10,10,551,0
14,9,9,479,0
15,3,3,482,0
16,11,12,609,1
17,2,2,607,2
18,8,8,481,0
19,13,13,544,0
20,10,10,496,0
21,12,12,444,0
22,1,1,456,0
23,4,4,461,0
24,7,7,466,0
25,6,6,436,0
26,5,5,366,0
27,10,10,447,0
28,2,2,437,0
29,4,4,480,0
30,9,9,439,0
31,8,8,435,0
32,6,6,337,0
33,12,12,491,0
34,7,7,517,0
35,1,1,481,0
36,11,3,512,1
37,5,4,372,1
38,3,3,636,2
39,13,9,480,1
40,4,4,495,0
41,6,6,334,0
42,12,12,418,0
43,5,5,333,0
44,13,13,461,0
45,10,10,481,0
