1,4,4,372,2
2,6,6,311,0
3,1,1,416,2
4,7,7,498,2
5,11,11,520,2
6,13,13,405,2
7,8,8,400,2
8,9,9,383,2
9,12,12,437,2
10,2,2,439,2
11,10,10,489,2
12,5,5,575,2
13,3,3,597,2
14,7,7,0,2
15,4,5,464,1
16,9,13,439,1
17,12,12,396,2
18,5,5,335,0
19,1,1,472,2
20,11,11,476,2
21,13,13,390,2
22,6,6,383,2
23,2,2,403,2
24,3,3,418,2
25,8,8,418,2
26,10,10,518,2
27,12,12,400,2
28,7,7,419,2
29,10,10,471,2
30,9,9,503,2
31,1,1,421,2
32,11,11,505,2
33,6,6,286,0
34,2,2,444,2
35,4,4,457,2
36,8,8,470,2
37,3,3,448,2
38,13,13,410,2
39,5,5,334,0
40,10,10,549,2
41,12,12,509,2
42,13,13,450,2
43,9,9,370,2
44,1,1,453,2
45,4,4,585,2
