1,5,5,401,0
2,6,6,399,0
3,8,8,504,2
4,13,13,467,0
5,1,1,489,2
6,11,11,511,2
7,7,7,417,0
8,10,10,503,2
9,2,2,434,0
10,9,9,429,0
11,3,3,408,0
12,12,12,463,0
13,4,4,406,0
14,2,2,415,0
15,9,9,434,0
16,7,7,440,0
17,1,1,463,0
18,10,10,534,2
19,6,6,394,0
20,11,11,535,2
21,3,3,469,0
22,8,8,420,0
23,5,5,362,0
24,12,12,433,0
25,13,13,418,0
26,4,4,398,0
27,10,10,518,2
28,2,2,410,0
29,12,12,419,0
30,7,7,473,2
31,13,13,542,2
32,9,9,467,0
33,8,8,414,0
34,5,5,405,0
35,1,1,473,2
36,6,6,300,0
37,11,11,482,2
38,4,4,381,0
39,3,3,451,0
40,8,8,409,0
41,7,7,436,0
42,1,1,539,2
43,3,3,478,2
44,11,11,461,0
45,13,13,468,0
